"person_id","name_first","name_last","Company Name","Company ID"
2804,"Ernest","Novak","A Schulman",947
10141,"James","Mitarotonda","A Schulman",947
10142,"Irvin","Reid","A Schulman",947
45804,"John","Yasinsky","A Schulman",947
91123,"Gregory","Barmore","A Schulman",947
91124,"Eugene","Allspach","A Schulman",947
91126,"Howard","Curd","A Schulman",947
91129,"Joseph","Gingo","A Schulman",947
91131,"Lee","Meyer","A Schulman",947
91132,"Michael","McManus","A Schulman",947
91133,"David","Birney","A Schulman",947
351,"Edward","Liddy","Abbott Laboratories",97
557,"Roxanne","Austin","Abbott Laboratories",97
828,"William","Osborn","Abbott Laboratories",97
1043,"W","Farrell","Abbott Laboratories",97
1055,"Miles","White","Abbott Laboratories",97
1066,"Samuel","Scott","Abbott Laboratories",97
1348,"Phebe","Novakovic","Abbott Laboratories",97
1426,"Glenn","Tilton","Abbott Laboratories",97
28491,"Robert","Alpern","Abbott Laboratories",97
65215,"Nancy","Mckinstry","Abbott Laboratories",97
88461,"Sally","Blount","Abbott Laboratories",97
215,"John","Kessler","Abercrombie & Fitch",580
7256,"Archie","Griffin","Abercrombie & Fitch",580
7259,"Michael","Jeffries","Abercrombie & Fitch",580
7261,"James","Bachmann","Abercrombie & Fitch",580
7263,"Lauren","Brisky","Abercrombie & Fitch",580
8247,"Michael","Greenlees","Abercrombie & Fitch",580
29118,"Craig","Stapleton","Abercrombie & Fitch",580
47680,"Elizabeth","Lee","Abercrombie & Fitch",580
89921,"Kevin","Huvane","Abercrombie & Fitch",580
7096,"Richard","Evans","AbitibiBowater",565
7098,"David","Paterson","AbitibiBowater",565
7100,"Paul","Rivett","AbitibiBowater",565
7108,"John","Weaver","AbitibiBowater",565
89885,"Bradley","Martin","AbitibiBowater",565
89891,"Richard","Garneau","AbitibiBowater",565
89892,"Richard","Falconer","AbitibiBowater",565
89894,"David","Wilkins","AbitibiBowater",565
89896,"Jeffrey","Hearn","AbitibiBowater",565
89897,"Alain","Rheaume","AbitibiBowater",565
89898,"Michael","Rousseau","AbitibiBowater",565
646,"Maryellen","Herringer","ABM Industries",707
3357,"Anthony","Fernandes","ABM Industries",707
8179,"Daniel","Bane","ABM Industries",707
8519,"Henrik","Slipsager","ABM Industries",707
8520,"William","Steele","ABM Industries",707
8521,"Linda","Chavez","ABM Industries",707
8522,"Henry","Kotkins","ABM Industries",707
8523,"Luke","Helms","ABM Industries",707
8526,"Theodore","Rosenberg","ABM Industries",707
47199,"Phil","Ferguson","ABM Industries",707
85870,"Sudhakar","Kesavan","ABM Industries",707
3076,"Norman","Wesley","ACCO Brands",910
4634,"Robert","Jenkins","ACCO Brands",910
4655,"E","Rajkowski","ACCO Brands",910
4656,"James","Buzzard","ACCO Brands",910
6320,"Kathleen","Dvorak","ACCO Brands",910
10823,"G","Hargrove","ACCO Brands",910
10824,"George","Bayly","ACCO Brands",910
10825,"Robert","Keller","ACCO Brands",910
10832,"David","Campbell","ACCO Brands",910
90962,"Sheila","Talton","ACCO Brands",910
90963,"Thomas","Kroeger","ACCO Brands",910
90964,"Michael","Norkus","ACCO Brands",910
635,"Peter","Browning","Acuity Brands",769
1564,"Ray","Robinson","Acuity Brands",769
3076,"Norman","Wesley","Acuity Brands",769
3244,"George","Guynn","Acuity Brands",769
4379,"Julia","North","Acuity Brands",769
6433,"Gordon","Harnett","Acuity Brands",769
6434,"Dominic","Pileggi","Acuity Brands",769
9260,"Vernon","Nagel","Acuity Brands",769
9261,"Robert","McCullough","Acuity Brands",769
9262,"Neil","Williams","Acuity Brands",769
9009,"Richard","Abshire","Adams Resources & Energy",747
9010,"Larry","Bell","Adams Resources & Energy",747
9011,"Frank","Webster","Adams Resources & Energy",747
9012,"Kenneth","Adams","Adams Resources & Energy",747
9013,"Edward","Reinauer","Adams Resources & Energy",747
90413,"Townes","Pressler","Adams Resources & Energy",747
603,"Michael","Cannon","Adobe Systems",654
1158,"Frank","Calderoni","Adobe Systems",654
4653,"Daniel","Rosensweig","Adobe Systems",654
8039,"John","Warnock","Adobe Systems",654
8041,"Charles","Geschke","Adobe Systems",654
8043,"James","Daley","Adobe Systems",654
8045,"Robert","Sedgewick","Adobe Systems",654
8050,"Shantanu","Narayen","Adobe Systems",654
90164,"Kelly","Barlow","Adobe Systems",654
90165,"Amy","Banse","Adobe Systems",654
90166,"Laura","Desmond","Adobe Systems",654
1090,"Darren","Jackson","Advance Auto Parts",478
1903,"John","Bergstrom","Advance Auto Parts",478
3286,"Carlos","Saladrigas","Advance Auto Parts",478
6078,"William","Oglesby","Advance Auto Parts",478
6080,"John","Brouillard","Advance Auto Parts",478
6081,"Gilbert","Ray","Advance Auto Parts",478
6082,"Jimmie","Wade","Advance Auto Parts",478
6092,"Michael","Coppola","Advance Auto Parts",478
43507,"Julian","Raines","Advance Auto Parts",478
46068,"Frances","Frei","Advance Auto Parts",478
46069,"Fiona","Dias","Advance Auto Parts",478
2185,"Paulett","Eberhart","Advanced Micro Devices",407
2347,"Nicholas","Donofrio","Advanced Micro Devices",407
5215,"Robert","Palmer","Advanced Micro Devices",407
5220,"Derrick","Meyer","Advanced Micro Devices",407
5224,"John","Caldwell","Advanced Micro Devices",407
5225,"W","Barnes","Advanced Micro Devices",407
5227,"Bruce","Claflin","Advanced Micro Devices",407
5307,"Martin","Edelman","Advanced Micro Devices",407
46077,"Craig","Conway","Advanced Micro Devices",407
89425,"Ahmed","Yahia","Advanced Micro Devices",407
89427,"John","Harding","Advanced Micro Devices",407
89430,"Rory","Read","Advanced Micro Devices",407
89431,"Henry","Chow","Advanced Micro Devices",407
1619,"Stephen","Gillis","AECOM",537
2473,"Linda","Griego","AECOM",537
3099,"William","Ouchi","AECOM",537
3100,"William","Rutledge","AECOM",537
3106,"Richard","Newman","AECOM",537
6789,"James","Fordyce","AECOM",537
6792,"Robert","Lowe","AECOM",537
6793,"Francis","Bong","AECOM",537
6794,"John","Dionisio","AECOM",537
8093,"David","Joos","AECOM",537
45811,"Daniel","Tishman","AECOM",537
89822,"Rob","Routs","AECOM",537
295,"Sandra","Moose","AES",184
531,"Charles","Rossotti","AES",184
631,"Philip","Lader","AES",184
1232,"Philip","Odeen","AES",184
2495,"John","Koskinen","AES",184
2496,"Paul","Hanrahan","AES",184
2497,"Kristina","Johnson","AES",184
2498,"Sven","Sandstrom","AES",184
2505,"Richard","Darman","AES",184
6844,"John","Morse","AES",184
26302,"Samuel","Bodman","AES",184
44446,"Tarun","Khanna","AES",184
65562,"André S","Gluski","AES",184
88686,"Moises","Naim","AES",184
724,"Barbara","Franklin","Aetna Inc.",86
1321,"Ellen","Hancock","Aetna Inc.",86
1322,"Joseph","Newhouse","Aetna Inc.",86
1323,"Betsy","Cohen","Aetna Inc.",86
1325,"Edward","Ludwig","Aetna Inc.",86
1326,"Roger","Farah","Aetna Inc.",86
1327,"Jeffrey","Garten","Aetna Inc.",86
1328,"Frank","Clark","Aetna Inc.",86
1329,"Molly","Coye","Aetna Inc.",86
1333,"Mark","Bertolini","Aetna Inc.",86
1671,"Fernando","Aguirre","Aetna Inc.",86
2001,"Richard","Harrington","Aetna Inc.",86
164,"Robert","Druskin","Affiliated Computer Services",424
5436,"Darwin","Deason","Affiliated Computer Services",424
5437,"Kurt","Krauss","Affiliated Computer Services",424
5438,"Paul","Sullivan","Affiliated Computer Services",424
5439,"Theodore","Miller","Affiliated Computer Services",424
5442,"Lynn","Blodgett","Affiliated Computer Services",424
45763,"Frank","Varasano","Affiliated Computer Services",424
2240,"Kriss","Cloninger","AFLAC Incorporated",166
2242,"Marvin","Schuster","AFLAC Incorporated",166
2243,"John","Amos","AFLAC Incorporated",166
2244,"Barbara","Rimer","AFLAC Incorporated",166
2247,"E","Purdom","AFLAC Incorporated",166
2248,"Kenneth","Janke","AFLAC Incorporated",166
2249,"Robert","Johnson","AFLAC Incorporated",166
2250,"Elizabeth","Hudson","AFLAC Incorporated",166
2251,"Michael","Armacost","AFLAC Incorporated",166
2253,"David","Thompson","AFLAC Incorporated",166
2254,"Douglas","Johnson","AFLAC Incorporated",166
2256,"Charles","Knapp","AFLAC Incorporated",166
2257,"Robert","Wright","AFLAC Incorporated",166
2258,"Paul","Amos","AFLAC Incorporated",166
2277,"William","Bowers","AFLAC Incorporated",166
6502,"Melvin","Stith","AFLAC Incorporated",166
44264,"Takuro","Yoshida","AFLAC Incorporated",166
80328,"Dan","Amos","AFLAC Incorporated",166
126,"Gerald","Shaheen","AGCO CORPORATION",360
1790,"Herman","Cain","AGCO CORPORATION",360
2906,"Martin","Richenhagen","AGCO CORPORATION",360
3798,"George","Minnich","AGCO CORPORATION",360
4209,"Curtis","Moll","AGCO CORPORATION",360
4700,"Wolfgang","Deml","AGCO CORPORATION",360
4701,"Hendrikus","Visser","AGCO CORPORATION",360
4702,"Gerald","Johanneson","AGCO CORPORATION",360
4703,"P","Benson","AGCO CORPORATION",360
45702,"Luiz","Furlan","AGCO CORPORATION",360
45703,"Thomas","LaSorda","AGCO CORPORATION",360
89301,"Mallika","Srinivasan","AGCO CORPORATION",360
89302,"Daniel","Ustian","AGCO CORPORATION",360
310,"David","Lawrence","Agilent Technologies Inc.",444
612,"James","Cullen","Agilent Technologies Inc.",444
2222,"William","Sullivan","Agilent Technologies Inc.",444
5728,"Paul","Clark","Agilent Technologies Inc.",444
5733,"Robert","Herbold","Agilent Technologies Inc.",444
32375,"Barry","Rand","Agilent Technologies Inc.",444
89550,"Tadataka","Yamada","Agilent Technologies Inc.",444
10689,"Thomas","Commes","Agilysys",953
11265,"Robert","Lauer","Agilysys",953
11267,"Keith","Kolerus","Agilysys",953
11268,"Howard","Knicely","Agilysys",953
11269,"Robert","McCreary","Agilysys",953
11270,"Martin","Ellis","Agilysys",953
11274,"Arthur","Rhein","Agilysys",953
91176,"Jerry","Jones","Agilysys",953
91183,"Jim","Dennedy","Agilysys",953
91184,"John","Mutch","Agilysys",953
91190,"R","Cueva","Agilysys",953
881,"Brenda","Gaines","AGL Resources",779
4040,"Henry","Wolf","AGL Resources",779
5780,"John","Rau","AGL Resources",779
6831,"Charles","Crisp","AGL Resources",779
6857,"Arthur","Johnson","AGL Resources",779
7985,"Norman","Bobins","AGL Resources",779
8938,"Thomas","Bell","AGL Resources",779
9346,"James","Rubright","AGL Resources",779
9347,"Dennis","Love","AGL Resources",779
9348,"Wyck","Knox","AGL Resources",779
9350,"Sandra","Bane","AGL Resources",779
9352,"Bettina","Whyte","AGL Resources",779
9355,"John","Somerhalder","AGL Resources",779
48045,"Armando","Olivera","AGL Resources",779
226,"George","Miles","AIG",13
229,"Robert","Willumstad","AIG",13
231,"Martin","Sullivan","AIG",13
351,"Edward","Liddy","AIG",13
779,"W","Cornwell","AIG",13
964,"Arthur","Martinez","AIG",13
1618,"Ronald","Rittenmeyer","AIG",13
1755,"Robert","Miller","AIG",13
2735,"Laurette","Koellner","AIG",13
21825,"Douglas","Steenland","AIG",13
26537,"Suzanne","Johnson","AIG",13
29193,"Robert","Benmosche","AIG",13
43416,"Henry","Miller","AIG",13
43422,"Christopher","Lynch","AIG",13
88133,"John","Fitzpatrick","AIG",13
630,"William","Davis","Air Products and Chemicals Inc",259
908,"John","Jones","Air Products and Chemicals Inc",259
916,"Ursula","Fairbairn","Air Products and Chemicals Inc",259
1265,"Lawrence","Smith","Air Products and Chemicals Inc",259
3356,"Chad","Deaton","Air Products and Chemicals Inc",259
3449,"Margaret","McGLYNN","Air Products and Chemicals Inc",259
3450,"Evert","Henkes","Air Products and Chemicals Inc",259
3451,"Michael","Donahue","Air Products and Chemicals Inc",259
3452,"W","Ford","Air Products and Chemicals Inc",259
3453,"Mario","Baeza","Air Products and Chemicals Inc",259
7274,"Susan","Carter","Air Products and Chemicals Inc",259
7606,"David","Ho","Air Products and Chemicals Inc",259
4231,"Peter","McCausland","Airgas",643
5155,"Paula","Sneed","Airgas",643
5433,"Robert","Lumpkins","Airgas",643
7922,"James","Hovey","Airgas",643
7923,"John","van Roden","Airgas",643
7924,"Lee","Thomas","Airgas",643
7925,"David","Stout","Airgas",643
7929,"Michael","Molinini","Airgas",643
10973,"John","Clancey","Airgas",643
46685,"Ted","Miller","Airgas",643
46686,"Ellen","Wolf","Airgas",643
2224,"J","Biggins","Airtran Holdings",818
3661,"John","Fiedler","Airtran Holdings",818
3864,"Jere","Drummond","Airtran Holdings",818
5820,"Alexis","Michas","Airtran Holdings",818
9789,"Robert","Fornaro","Airtran Holdings",818
9790,"Don","Chapman","Airtran Holdings",818
9792,"Lewis","Jordan","Airtran Holdings",818
9793,"Joseph","Leonard","Airtran Holdings",818
47810,"G","Daloia","Airtran Holdings",818
48356,"Michael","Jackson","Airtran Holdings",818
48358,"Geoffrey","Crowley","Airtran Holdings",818
382,"Bonnie","Hill","AK Steel Holding",352
1688,"Shirley","Peterson","AK Steel Holding",352
4219,"Richard","Abdoo","AK Steel Holding",352
4627,"Dennis","Cuneo","AK Steel Holding",352
4628,"James","Thomson","AK Steel Holding",352
4630,"William","Gerber","AK Steel Holding",352
4631,"Ralph","Michael","AK Steel Holding",352
4632,"John","Brinzo","AK Steel Holding",352
4634,"Robert","Jenkins","AK Steel Holding",352
4637,"James","Wainscott","AK Steel Holding",352
2036,"Patricia","Bedient","Alaska Air Group",602
3095,"Jessie","Knight","Alaska Air Group",602
3980,"Phyllis","Campbell","Alaska Air Group",602
9243,"Eric","Yeaman","Alaska Air Group",602
31950,"Marion","Blakey","Alaska Air Group",602
47244,"William","Ayer","Alaska Air Group",602
47248,"Bryon","Mallott","Alaska Air Group",602
47249,"J","Thompson","Alaska Air Group",602
47250,"Dennis","Madsen","Alaska Air Group",602
47251,"Marc","Langland","Alaska Air Group",602
1591,"Joseph","Mahady","Albemarle",809
1636,"Jim","Nokes","Albemarle",809
2167,"Barry","Perry","Albemarle",809
2895,"William","Hernandez","Albemarle",809
4710,"J","Broaddus","Albemarle",809
4713,"Anne","Whittemore","Albemarle",809
9694,"John","Sherman","Albemarle",809
9695,"William","Gottwald","Albemarle",809
9696,"R","Ide","Albemarle",809
9697,"Mark","Rohr","Albemarle",809
9699,"Richard","Morrill","Albemarle",809
9704,"Luther","Kissam","Albemarle",809
144,"Alain","Belda","ALCOA INC",81
166,"Klaus","Kleinfeld","ALCOA INC",81
266,"James","Owens","ALCOA INC",81
411,"Ernesto","Zedillo","ALCOA INC",81
492,"Arthur","Collins","ALCOA INC",81
1270,"Ratan","Tata","ALCOA INC",81
1272,"Michael","Morris","ALCOA INC",81
1274,"Kathryn","Fuller","ALCOA INC",81
1275,"Judith","Gueron","ALCOA INC",81
2860,"Patricia","Russo","ALCOA INC",81
88415,"Martin","Sorrell","ALCOA INC",81
9238,"Jeffrey","Watanabe","Alexander & Baldwin Inc.",949
9243,"Eric","Yeaman","Alexander & Baldwin Inc.",949
91140,"Michele","Saito","Alexander & Baldwin Inc.",949
91141,"Walter","Dods","Alexander & Baldwin Inc.",949
91142,"W","Doane","Alexander & Baldwin Inc.",949
91143,"Robert","Harrison","Alexander & Baldwin Inc.",949
91144,"Charles","King","Alexander & Baldwin Inc.",949
91146,"Douglas","Pasquale","Alexander & Baldwin Inc.",949
91147,"Alyson","Nakamura","Alexander & Baldwin Inc.",949
91149,"Stanley","Kuriyama","Alexander & Baldwin Inc.",949
91150,"Nelson","Chun","Alexander & Baldwin Inc.",949
218,"Michael","Sutton","Allegheny Energy, Inc.",626
2226,"Eleanor","Baum","Allegheny Energy, Inc.",626
7729,"H","Baldwin","Allegheny Energy, Inc.",626
7732,"Julia","Johnson","Allegheny Energy, Inc.",626
7733,"Theodore","Kleisner","Allegheny Energy, Inc.",626
7734,"Cyrus","Freidheim","Allegheny Energy, Inc.",626
7735,"Steven","Rice","Allegheny Energy, Inc.",626
7736,"Gunnar","Sarsten","Allegheny Energy, Inc.",626
7738,"Paul","Evanson","Allegheny Energy, Inc.",626
2898,"James","Diggs","Allegheny Technologies",442
3536,"James","Rohr","Allegheny Technologies",442
4817,"L","Hassey","Allegheny Technologies",442
4863,"Diane","Creel","Allegheny Technologies",442
5704,"J","Harvey","Allegheny Technologies",442
5705,"Louis","Thomas","Allegheny Technologies",442
5706,"Michael","Joyce","Allegheny Technologies",442
5707,"John","Turner","Allegheny Technologies",442
5708,"Richard","Harshman","Allegheny Technologies",442
44645,"Carolyn","Corvi","Allegheny Technologies",442
47591,"Barabara","Jeremiah","Allegheny Technologies",442
89543,"John","Pipski","Allegheny Technologies",442
638,"Robert","Ingram","Allergan",556
645,"Timothy","Proctor","Allergan",556
801,"Dawn","Hudson","Allergan",556
4929,"David","Pyott","Allergan",556
6989,"Deborah","Dunsire","Allergan",556
6991,"Stephen","Ryan","Allergan",556
6992,"Michael","Gallagher","Allergan",556
6993,"Trevor","Jones","Allergan",556
6995,"Louis","Lavigne","Allergan",556
6996,"Herbert","Boyer","Allergan",556
6997,"Russell","Ray","Allergan",556
89859,"Peter","McDonnell","Allergan",556
6021,"Kenneth","Jensen","Alliance Data Systems",820
7036,"E","Draper","Alliance Data Systems",820
9801,"D","Cobb","Alliance Data Systems",820
9802,"Robert","Minicucci","Alliance Data Systems",820
9803,"Bruce","Anderson","Alliance Data Systems",820
9804,"Lawrence","Benveniste","Alliance Data Systems",820
9805,"Roger","Ballou","Alliance Data Systems",820
9806,"J","Parks","Alliance Data Systems",820
9810,"Edward","Heffernan","Alliance Data Systems",820
7480,"Joseph","Lanier","Alliance One International",902
10735,"Robert","Harrison","Alliance One International",902
10736,"Johannes","Sikkel","Alliance One International",902
10741,"William","Sheridan","Alliance One International",902
10742,"Norman","Scher","Alliance One International",902
10743,"John","Hines","Alliance One International",902
10744,"Martin","Wade","Alliance One International",902
10745,"Nigel","Howard","Alliance One International",902
10746,"B","Preslar","Alliance One International",902
10747,"C","Green","Alliance One International",902
10748,"Mark","Kehaya","Alliance One International",902
90911,"Joyce","Fitzpatrick","Alliance One International",902
6533,"Patrick","Allen","Alliant Energy",610
7291,"Singleton","McAllister","Alliant Energy",610
7531,"Carol","Sanders","Alliant Energy",610
7532,"David","Perdue","Alliant Energy",610
7533,"Darryl","Hazel","Alliant Energy",610
7536,"Ann","Newhall","Alliant Energy",610
7537,"Dean","Oestreich","Alliant Energy",610
7538,"William","Harvey","Alliant Energy",610
7539,"Michael","Bennett","Alliant Energy",610
7541,"Judith","Pyle","Alliant Energy",610
47223,"Patricia","Kampling","Alliant Energy",610
1622,"Martin","Faga","Alliant Techsystems Inc.",597
1956,"Roman","Martinez","Alliant Techsystems Inc.",597
5736,"Daniel","Murphy","Alliant Techsystems Inc.",597
7388,"Mark","DeYoung","Alliant Techsystems Inc.",597
7390,"Ronald","Fogleman","Alliant Techsystems Inc.",597
7393,"Mark","Ronald","Alliant Techsystems Inc.",597
7394,"William","Van Dyke","Alliant Techsystems Inc.",597
7395,"Douglas","Maine","Alliant Techsystems Inc.",597
7400,"Daniel","Murphy","Alliant Techsystems Inc.",597
8380,"Roxanne","Decyk","Alliant Techsystems Inc.",597
46562,"April","Foley","Alliant Techsystems Inc.",597
46566,"Tig","Krekel","Alliant Techsystems Inc.",597
501,"Charles","Cotros","Allied Waste Industries",401
766,"David","Abney","Allied Waste Industries",401
3876,"John","Zillmer","Allied Waste Industries",401
5125,"William","Flynn","Allied Waste Industries",401
5126,"John","Trani","Allied Waste Industries",401
5127,"James","Quella","Allied Waste Industries",401
5128,"Leon","Level","Allied Waste Industries",401
5129,"James","Crownover","Allied Waste Industries",401
5130,"David","Foley","Allied Waste Industries",401
5131,"Nolan","Lehmann","Allied Waste Industries",401
26476,"James","Hill","Allied Waste Industries",401
5054,"Franklin","Hobbs","Ally Financial Inc.",79
8725,"James","Bradford","Ally Financial Inc.",79
27119,"Stephen","Feinberg","Ally Financial Inc.",79
32112,"Michael","Carpenter","Ally Financial Inc.",79
50253,"Alexander","Sevilla","Ally Financial Inc.",79
50254,"Lawrence","Fisher","Ally Financial Inc.",79
50255,"Rolf","Cremer","Ally Financial Inc.",79
50256,"James","Danko","Ally Financial Inc.",79
50257,"Dina","Dommett","Ally Financial Inc.",79
50258,"Wolf","Hengst","Ally Financial Inc.",79
50259,"Stacey","Kole","Ally Financial Inc.",79
50260,"Marguerite","Lane","Ally Financial Inc.",79
50261,"Rosemarie","Mecca","Ally Financial Inc.",79
50262,"Daniel","Muzyka","Ally Financial Inc.",79
50263,"Kai","Peters","Ally Financial Inc.",79
50264,"Alfons","Sauquet","Ally Financial Inc.",79
50265,"Patrick","Shooltz","Ally Financial Inc.",79
50266,"Ray","Whittington","Ally Financial Inc.",79
50267,"Bernard","Yeung","Ally Financial Inc.",79
66067,"Kim","Fennebresque","Ally Financial Inc.",79
4632,"John","Brinzo","Alpha Natural Resources, Inc.",926
4685,"Glenn","Eisenberg","Alpha Natural Resources, Inc.",926
7036,"E","Draper","Alpha Natural Resources, Inc.",926
10043,"Michael","Quillen","Alpha Natural Resources, Inc.",926
10281,"Ted","Wood","Alpha Natural Resources, Inc.",926
11008,"Hermann","Buerger","Alpha Natural Resources, Inc.",926
11009,"John","Fox","Alpha Natural Resources, Inc.",926
11011,"Mary","Bowers","Alpha Natural Resources, Inc.",926
11012,"Kevin","Crutchfield","Alpha Natural Resources, Inc.",926
639,"John","Casteen","Altria Group, Inc.",62
990,"Gerald","Baliles","Altria Group, Inc.",62
993,"Thomas","Farrell","Altria Group, Inc.",62
995,"Thomas","Jones","Altria Group, Inc.",62
998,"Dinyar","Devitre","Altria Group, Inc.",62
3768,"Debra","Kelly-Ennis","Altria Group, Inc.",62
5064,"W","Kiely","Altria Group, Inc.",62
44021,"Nabil","Sakkab","Altria Group, Inc.",62
44027,"Martin","Barrington","Altria Group, Inc.",62
88334,"Kathryn","McQuade","Altria Group, Inc.",62
1130,"Alain","Monie","Amazon.com, Inc.",172
2334,"Tom","Alberg","Amazon.com, Inc.",172
2337,"Jeffrey","Bezos","Amazon.com, Inc.",172
2338,"John","Brown","Amazon.com, Inc.",172
2341,"Thomas","Ryder","Amazon.com, Inc.",172
2342,"Patricia","Stonesifer","Amazon.com, Inc.",172
20833,"Jamie","Gorelick","Amazon.com, Inc.",172
29646,"Bing","Gordon","Amazon.com, Inc.",172
88671,"Blake","Krikorian","Amazon.com, Inc.",172
88672,"Jonathan","Rubinstein","Amazon.com, Inc.",172
7441,"Michael","Gallagher","Amerco",876
10434,"James","Shoen","Amerco",876
10435,"Daniel","Mullen","Amerco",876
10439,"Edward","Shoen","Amerco",876
48846,"Charles","Bayer","Amerco",876
48847,"John","Brogan","Amerco",876
90837,"M","Lyons","Amerco",876
1726,"Patrick","Stokes","Ameren Corporation",330
3479,"Ellen","Fitzsimmons","Ameren Corporation",330
4354,"Gary","Rainwater","Ameren Corporation",330
4360,"Jackie","Woodard","Ameren Corporation",330
4361,"James","Johnson","Ameren Corporation",330
4363,"Walter","Galvin","Ameren Corporation",330
4364,"Gayle","Jackson","Ameren Corporation",330
4366,"Stephen","Brauer","Ameren Corporation",330
8665,"Stephen","Wilson","Ameren Corporation",330
45566,"Steven","Lipstein","Ameren Corporation",330
89184,"Catherine","Brune","Ameren Corporation",330
69,"Armando","Codina","American Airlines Group Inc.",110
142,"Judith","Rodin","American Airlines Group Inc.",110
600,"Michael","Miles","American Airlines Group Inc.",110
1562,"Philip","Purcell","American Airlines Group Inc.",110
1563,"Ann","Korologos","American Airlines Group Inc.",110
1564,"Ray","Robinson","American Airlines Group Inc.",110
1565,"Matthew","Rose","American Airlines Group Inc.",110
1566,"John","Bachmann","American Airlines Group Inc.",110
1567,"Roger","Staubach","American Airlines Group Inc.",110
2522,"Stephen","Bennett","American Airlines Group Inc.",110
415,"John","Smith","American Axle & Manufacturing",638
5106,"James","McCaslin","American Axle & Manufacturing",638
6430,"Forest","Farmer","American Axle & Manufacturing",638
7878,"Richard","Dauch","American Axle & Manufacturing",638
7882,"David","Dauch","American Axle & Manufacturing",638
7883,"Henry","Yang","American Axle & Manufacturing",638
7884,"Richard","Lappin","American Axle & Manufacturing",638
7885,"Larry","Switzer","American Axle & Manufacturing",638
7887,"Elizabeth","Chappell","American Axle & Manufacturing",638
7888,"Thomas","Walker","American Axle & Manufacturing",638
7889,"William","Miller","American Axle & Manufacturing",638
90089,"John","Smith","American Axle & Manufacturing",638
90091,"Steven","Hantler","American Axle & Manufacturing",638
90096,"Salvatore","Bonanno","American Axle & Manufacturing",638
1548,"Cary","McMillan","American Eagle Outfitters, Inc.",666
8130,"Jay","Schottenstein","American Eagle Outfitters, Inc.",666
8131,"Janice","Page","American Eagle Outfitters, Inc.",666
8132,"Michael","Jesselson","American Eagle Outfitters, Inc.",666
8134,"Gerald","Wedren","American Eagle Outfitters, Inc.",666
8136,"Roger","Markfield","American Eagle Outfitters, Inc.",666
47678,"James","O'Donnell","American Eagle Outfitters, Inc.",666
89588,"Robert","Hanson","American Eagle Outfitters, Inc.",666
90205,"Noel","Spiegel","American Eagle Outfitters, Inc.",666
90206,"Thomas","Ketteler","American Eagle Outfitters, Inc.",666
323,"Richard","Notebaert","American Electric Power Company, Inc.",197
1193,"David","Anderson","American Electric Power Company, Inc.",197
1272,"Michael","Morris","American Electric Power Company, Inc.",197
1609,"John","Turner","American Electric Power Company, Inc.",197
3881,"Lionel","Nowell","American Electric Power Company, Inc.",197
5259,"Sandra","Lin","American Electric Power Company, Inc.",197
6371,"James","Cordes","American Electric Power Company, Inc.",197
7279,"Linda","Goodspeed","American Electric Power Company, Inc.",197
7554,"Thomas","Hoaglin","American Electric Power Company, Inc.",197
30871,"Richard","Sandor","American Electric Power Company, Inc.",197
35653,"Sara","Tucker","American Electric Power Company, Inc.",197
44548,"Lester","Hudson","American Electric Power Company, Inc.",197
44551,"Ralph","Crosby","American Electric Power Company, Inc.",197
88728,"Oliver","Richard","American Electric Power Company, Inc.",197
88730,"Stephen","Rasmussen","American Electric Power Company, Inc.",197
28,"Steven","Reinemund","American Express Company",76
320,"Robert","Walter","American Express Company",76
959,"Daniel","Vasella","American Express Company",76
978,"Charlene","Barshefsky","American Express Company",76
1212,"Ronald","Williams","American Express Company",76
1213,"Edward","Miller","American Express Company",76
1214,"Ursula","Burns","American Express Company",76
1215,"Jan","Leschly","American Express Company",76
1216,"Richard","Levin","American Express Company",76
1218,"Peter","Chernin","American Express Company",76
1219,"Richard","McGinn","American Express Company",76
35006,"Samuel","Palmisano","American Express Company",76
43989,"Theodore","Leonsis","American Express Company",76
78872,"Anne","Lauvergeon","American Express Company",76
109481,"Ken","Chenault","American Express Company",76
1342,"Walter","Oliver","American Family Insurance Group",353
3028,"Jerry","Thornton","American Family Insurance Group",353
5462,"Ted","Kellner","American Family Insurance Group",353
7535,"Eliot","Protsch","American Family Insurance Group",353
55112,"David","Anderson","American Family Insurance Group",353
55113,"Craig","Culver","American Family Insurance Group",353
55114,"Londa","Dewey","American Family Insurance Group",353
55115,"Leslie","Howard","American Family Insurance Group",353
55117,"Michael","Knetter","American Family Insurance Group",353
55118,"Harvey","Pierce","American Family Insurance Group",353
55119,"Richard","Renk","American Family Insurance Group",353
55120,"Jack","Salzwedel","American Family Insurance Group",353
55121,"Thomas","Zimbrick","American Family Insurance Group",353
6537,"S","Lindner","American Financial Group",517
6538,"James","Evans","American Financial Group",517
6541,"Carl","Lindner","American Financial Group",517
6542,"Terry","Jacobs","American Financial Group",517
6543,"Kenneth","Ambrecht","American Financial Group",517
6544,"Gregory","Joseph","American Financial Group",517
6545,"William","Verity","American Financial Group",517
6546,"Theodore","Emmerich","American Financial Group",517
6548,"Carl","Lindner","American Financial Group",517
46717,"John","Von Lehman","American Financial Group",517
89756,"Virginia","Drosos","American Financial Group",517
89758,"John","Berding","American Financial Group",517
3024,"Morry","Weiss","American Greetings",960
3028,"Jerry","Thornton","American Greetings",960
