194 to 361,1
211 to 213,1
710 to 804,1
58 to 373,1
26 to 386,1
359 to 552,1
57 to 368,1
408 to 718,1
587 to 856,1
210 to 322,1
620 to 802,2
361 to 914,1
205 to 478,1
103 to 264,1
224 to 274,1
718 to 990,1
394 to 592,1
7 to 211,1
261 to 551,1
285 to 303,1
372 to 442,1
92 to 341,1
6 to 298,1
456 to 520,1
677 to 959,1
592 to 874,1
127 to 663,1
99 to 308,1
227 to 622,1
287 to 380,1
105 to 767,1
125 to 152,1
65 to 226,1
88 to 97,2
782 to 970,1
13 to 824,1
185 to 577,1
239 to 809,1
207 to 398,1
347 to 559,1
106 to 605,1
1 to 354,1
17 to 40,1
17 to 43,1
137 to 550,1
152 to 219,1
27 to 123,1
3 to 31,1
259 to 462,1
239 to 669,1
86 to 187,1
11 to 44,1
84 to 232,1
513 to 886,1
191 to 526,1
23 to 154,1
533 to 791,1
72 to 403,1
169 to 418,1
47 to 65,1
289 to 334,1
611 to 649,1
302 to 446,1
706 to 882,1
13 to 97,1
429 to 856,1
762 to 899,1
139 to 395,2
130 to 451,1
277 to 462,1
178 to 242,1
721 to 935,2
550 to 836,1
23 to 92,1
62 to 283,1
131 to 582,1
8 to 215,1
215 to 489,1
636 to 769,1
97 to 107,1
779 to 835,1
160 to 492,2
345 to 674,1
311 to 892,1
149 to 383,1
305 to 475,1
279 to 331,1
59 to 784,1
186 to 277,1
303 to 575,1
49 to 491,1
564 to 790,1
128 to 379,1
128 to 374,1
145 to 311,1
548 to 941,1
419 to 432,1
693 to 776,1
274 to 504,1
617 to 793,1
273 to 555,1
385 to 686,1
1 to 72,1
136 to 549,1
1 to 76,1
288 to 795,1
149 to 492,2
284 to 882,1
446 to 597,1
129 to 133,1
278 to 628,1
103 to 522,1
132 to 383,1
674 to 799,1
712 to 717,1
116 to 281,2
38 to 217,1
65 to 253,1
132 to 418,1
443 to 759,1
315 to 967,1
268 to 521,1
238 to 686,1
281 to 742,1
387 to 460,1
438 to 498,1
325 to 973,1
208 to 322,1
78 to 403,1
613 to 682,1
84 to 371,2
69 to 245,1
264 to 761,1
36 to 184,1
155 to 805,1
35 to 128,1
448 to 663,1
177 to 622,1
746 to 769,1
498 to 850,1
10 to 372,1
199 to 496,1
172 to 952,1
41 to 623,1
6 to 266,1
376 to 605,1
106 to 385,1
129 to 720,1
494 to 628,1
61 to 76,1
290 to 325,1
3 to 107,1
3 to 104,1
127 to 278,2
265 to 288,1
200 to 959,1
286 to 408,1
387 to 397,1
206 to 341,1
66 to 604,1
335 to 702,1
404 to 870,1
339 to 849,1
147 to 168,1
368 to 809,1
38 to 49,1
289 to 614,1
173 to 407,1
14 to 327,1
119 to 934,1
271 to 354,1
70 to 861,1
164 to 769,1
162 to 977,1
277 to 861,1
199 to 651,1
265 to 357,1
14 to 47,1
620 to 833,2
174 to 375,1
7 to 224,2
246 to 688,1
224 to 264,1
68 to 476,1
8 to 31,1
28 to 142,1
407 to 412,1
358 to 888,2
50 to 64,1
375 to 569,1
131 to 957,1
73 to 401,1
423 to 643,1
77 to 277,1
741 to 965,1
769 to 847,1
290 to 453,1
661 to 915,1
270 to 562,1
50 to 69,1
44 to 47,1
507 to 847,1
125 to 322,1
579 to 603,1
307 to 327,1
36 to 285,1
86 to 176,1
401 to 669,1
187 to 885,1
394 to 636,1
70 to 124,1
194 to 277,1
152 to 205,1
513 to 870,1
425 to 508,1
15 to 199,1
17 to 38,1
105 to 170,1
717 to 724,1
15 to 81,2
21 to 405,1
898 to 960,1
337 to 620,1
342 to 951,1
229 to 526,1
65 to 132,1
207 to 636,1
123 to 330,1
203 to 398,1
250 to 280,1
246 to 668,3
62 to 162,1
125 to 442,1
706 to 871,1
8 to 115,1
8 to 116,1
8 to 110,1
239 to 270,1
439 to 471,1
507 to 533,1
47 to 74,1
40 to 305,1
462 to 632,1
179 to 442,1
439 to 650,1
196 to 431,1
279 to 494,1
207 to 522,1
373 to 886,2
307 to 555,1
346 to 387,1
72 to 170,1
110 to 228,1
86 to 200,1
331 to 769,1
169 to 194,1
203 to 701,1
581 to 927,1
355 to 668,1
74 to 136,1
240 to 371,1
604 to 693,1
581 to 928,1
323 to 337,1
99 to 826,1
178 to 341,1
428 to 762,1
65 to 644,1
116 to 168,1
335 to 432,1
259 to 616,1
70 to 475,1
115 to 617,1
685 to 847,1
449 to 746,1
398 to 701,1
155 to 215,1
392 to 475,1
136 to 885,1
201 to 522,1
534 to 744,1
296 to 304,1
317 to 357,1
19 to 504,1
436 to 757,1
552 to 605,1
78 to 561,1
46 to 68,1
60 to 824,1
268 to 882,1
849 to 976,1
21 to 213,2
120 to 971,1
53 to 149,1
94 to 448,1
129 to 381,1
616 to 756,1
238 to 678,1
10 to 99,1
19 to 188,1
72 to 607,1
19 to 186,1
763 to 911,1
303 to 571,1
787 to 976,1
89 to 203,1
453 to 946,1
453 to 947,1
596 to 660,1
748 to 978,1
178 to 283,4
14 to 138,1
4 to 14,1
569 to 725,1
289 to 925,1
115 to 323,1
142 to 388,1
602 to 878,1
58 to 178,1
57 to 282,1
10 to 141,1
277 to 744,1
561 to 978,1
106 to 970,1
26 to 546,1
277 to 741,1
600 to 876,1
388 to 497,1
790 to 891,1
731 to 999,1
2 to 138,1
318 to 397,1
76 to 300,1
349 to 478,1
281 to 649,1
127 to 463,1
432 to 957,1
2 to 12,1
130 to 277,1
120 to 200,1
459 to 685,1
259 to 336,1
265 to 294,2
165 to 281,1
43 to 48,1
112 to 294,1
273 to 582,1
96 to 489,1
511 to 874,1
63 to 671,1
271 to 727,1
361 to 686,2
150 to 247,1
9 to 197,1
600 to 728,1
279 to 559,1
258 to 997,1
446 to 636,1
224 to 895,1
503 to 988,1
123 to 628,1
164 to 203,1
433 to 873,1
164 to 208,1
4 to 245,1
528 to 757,1
103 to 204,1
504 to 617,1
48 to 357,1
28 to 159,1
63 to 300,1
23 to 327,1
107 to 300,1
194 to 970,1
65 to 840,1
592 to 636,1
77 to 264,1
239 to 462,1
119 to 493,1
543 to 823,1
239 to 466,1
373 to 508,5
741 to 779,1
80 to 173,1
750 to 960,1
337 to 498,1
379 to 397,1
265 to 304,2
70 to 119,1
564 to 855,1
48 to 364,1
562 to 587,1
337 to 364,1
17 to 21,1
11 to 61,1
287 to 522,1
386 to 531,1
229 to 510,1
84 to 740,1
65 to 121,1
123 to 874,1
197 to 489,1
384 to 746,1
19 to 31,1
312 to 336,1
854 to 901,1
729 to 732,2
675 to 750,1
179 to 322,1
86 to 524,1
551 to 588,1
239 to 265,1
541 to 821,2
239 to 919,1
107 to 473,1
470 to 698,1
391 to 713,1
244 to 246,1
717 to 880,1
308 to 706,1
638 to 964,1
131 to 169,1
439 to 643,1
131 to 163,1
84 to 187,1
194 to 244,1
119 to 678,1
533 to 843,1
253 to 644,1
706 to 799,1
312 to 532,1
117 to 603,1
384 to 637,1
41 to 995,1
49 to 769,1
576 to 706,1
719 to 801,1
367 to 537,1
58 to 909,1
491 to 990,1
198 to 523,1
198 to 834,1
23 to 53,1
160 to 272,1
510 to 917,1
296 to 578,1
11 to 386,1
282 to 752,1
558 to 679,1
253 to 707,1
428 to 577,1
350 to 679,1
543 to 555,1
118 to 132,3
118 to 131,1
685 to 852,1
384 to 928,1
62 to 393,1
19 to 264,1
602 to 641,1
142 to 273,1
13 to 116,1
235 to 840,1
296 to 378,1
215 to 917,1
314 to 640,1
702 to 959,1
78 to 552,1
694 to 941,1
182 to 874,1
186 to 503,1
426 to 963,1
38 to 769,1
262 to 489,1
149 to 233,1
53 to 152,1
246 to 860,1
451 to 476,1
109 to 580,1
715 to 906,1
443 to 510,2
175 to 368,1
124 to 939,1
142 to 308,1
19 to 197,1
430 to 593,1
561 to 748,1
289 to 491,1
779 to 814,2
321 to 992,1
537 to 811,1
123 to 439,3
58 to 162,1
426 to 851,1
81 to 489,1
9 to 522,1
281 to 727,1
856 to 997,1
150 to 894,1
296 to 754,1
39 to 186,1
310 to 472,1
187 to 191,1
249 to 478,1
201 to 489,1
8 to 80,1
8 to 81,1
168 to 765,1
425 to 886,1
10 to 178,1
451 to 506,1
79 to 723,1
79 to 393,1
9 to 291,1
26 to 736,1
596 to 720,1
69 to 286,1
255 to 632,1
97 to 418,1
311 to 562,1
628 to 653,2
688 to 742,1
800 to 849,1
149 to 649,1
228 to 598,1
289 to 558,1
156 to 459,1
208 to 317,1
38 to 556,2
156 to 452,1
208 to 543,1
288 to 951,1
53 to 335,2
32 to 394,1
453 to 957,1
184 to 825,1
245 to 559,1
225 to 491,1
77 to 182,1
359 to 926,1
775 to 849,1
206 to 542,1
49 to 381,1
38 to 62,1
212 to 782,1
57 to 559,1
137 to 414,1
43 to 946,1
59 to 392,1
164 to 215,1
9 to 95,1
403 to 643,1
607 to 945,1
99 to 159,1
408 to 963,1
361 to 783,2
99 to 777,1
77 to 697,1
152 to 468,1
245 to 318,1
468 to 489,1
340 to 618,4
243 to 917,1
92 to 826,1
35 to 76,1
372 to 418,1
372 to 419,1
3 to 300,1
334 to 434,1
192 to 874,1
368 to 827,1
881 to 918,1
916 to 935,1
151 to 727,1
823 to 960,1
364 to 617,1
27 to 81,1
253 to 259,1
270 to 699,1
750 to 976,1
262 to 970,1
66 to 97,1
60 to 481,1
378 to 742,1
649 to 835,1
492 to 791,1
458 to 588,1
6 to 150,1
14 to 23,1
205 to 552,1
11 to 12,1
84 to 207,1
34 to 654,1
270 to 340,1
147 to 688,1
202 to 924,1
546 to 731,1
88 to 204,1
107 to 264,2
86 to 530,1
394 to 522,1
287 to 607,2
152 to 648,1
208 to 892,1
153 to 976,1
308 to 846,1
52 to 400,1
119 to 686,1
367 to 947,1
546 to 551,1
478 to 881,1
381 to 834,1
481 to 640,1
302 to 871,1
636 to 910,1
123 to 998,1
246 to 799,1
384 to 489,1
302 to 504,1
27 to 179,1
675 to 925,1
179 to 592,1
825 to 839,1
21 to 54,1
179 to 269,1
438 to 859,1
489 to 992,1
450 to 779,1
279 to 368,1
410 to 740,2
289 to 837,1
162 to 223,1
131 to 534,1
637 to 844,1
336 to 379,1
277 to 587,1
597 to 858,1
169 to 338,1
439 to 748,1
632 to 919,1
806 to 858,1
201 to 274,1
937 to 992,1
354 to 405,1
228 to 441,1
535 to 783,1
359 to 784,1
243 to 679,1
159 to 826,1
142 to 205,1
110 to 164,1
521 to 925,1
120 to 680,1
46 to 145,1
135 to 233,1
66 to 270,1
128 to 235,1
69 to 199,1
498 to 731,1
222 to 253,1
97 to 173,1
26 to 129,1
308 to 662,1
354 to 751,1
120 to 352,1
153 to 750,1
257 to 599,1
19 to 145,1
31 to 439,1
6 to 715,1
10 to 161,1
10 to 110,1
69 to 278,1
175 to 737,1
38 to 152,1
116 to 811,1
100 to 987,1
103 to 449,1
132 to 264,1
53 to 525,1
50 to 341,1
76 to 145,1
243 to 472,1
177 to 767,1
100 to 279,1
278 to 350,1
38 to 443,1
88 to 446,1
294 to 663,1
184 to 706,1
88 to 449,2
723 to 775,1
39 to 281,1
156 to 449,4
107 to 680,1
71 to 136,1
168 to 621,1
158 to 429,1
248 to 384,1
648 to 719,1
