427 to 468,1
133 to 149,1
137 to 844,1
474 to 916,1
456 to 706,1
61 to 397,1
582 to 610,1
110 to 983,1
256 to 886,1
129 to 391,1
95 to 632,1
95 to 634,2
122 to 269,1
333 to 544,1
26 to 65,1
885 to 941,1
107 to 211,1
432 to 453,1
47 to 112,1
110 to 185,1
60 to 187,1
500 to 945,2
439 to 628,1
183 to 605,1
27 to 69,1
54 to 649,1
353 to 960,1
7 to 51,1
52 to 493,1
380 to 592,1
7 to 59,1
72 to 184,1
597 to 694,1
597 to 877,1
380 to 607,1
523 to 987,1
110 to 744,1
411 to 850,1
4 to 88,1
426 to 699,1
4 to 81,1
285 to 900,1
4 to 84,1
112 to 149,1
720 to 787,1
582 to 837,1
65 to 569,1
177 to 318,1
329 to 818,1
288 to 315,1
128 to 332,1
569 to 827,1
321 to 444,1
262 to 265,1
132 to 163,1
388 to 923,1
48 to 266,1
145 to 821,1
26 to 532,1
36 to 253,1
1 to 34,1
459 to 637,1
13 to 371,1
283 to 378,1
115 to 262,1
177 to 285,1
383 to 443,1
608 to 992,1
19 to 624,1
39 to 219,1
132 to 473,1
31 to 123,1
53 to 77,1
332 to 578,1
266 to 695,1
558 to 614,1
419 to 587,1
53 to 648,1
163 to 558,1
14 to 217,1
13 to 204,1
540 to 875,1
549 to 864,1
339 to 628,1
432 to 873,1
26 to 155,1
756 to 762,1
266 to 321,1
12 to 196,1
28 to 266,1
153 to 503,1
226 to 754,1
416 to 750,1
126 to 946,1
925 to 960,1
305 to 833,1
660 to 825,1
69 to 200,1
57 to 259,2
10 to 112,1
212 to 412,2
376 to 442,2
245 to 736,1
286 to 824,1
174 to 403,1
816 to 821,1
243 to 998,1
203 to 215,1
77 to 235,1
559 to 814,1
8 to 542,1
220 to 643,1
361 to 385,1
322 to 746,1
13 to 398,1
162 to 531,1
699 to 851,1
77 to 104,1
584 to 686,2
77 to 103,2
213 to 418,2
1 to 245,1
199 to 768,1
219 to 648,2
462 to 809,1
317 to 823,1
80 to 412,1
7 to 640,1
334 to 491,2
17 to 92,1
221 to 375,1
210 to 798,1
210 to 793,1
767 to 967,1
51 to 107,1
184 to 441,1
123 to 673,1
3 to 277,1
211 to 246,1
282 to 418,1
894 to 906,2
112 to 557,1
212 to 569,1
359 to 502,1
496 to 636,1
196 to 448,2
133 to 837,1
371 to 542,1
300 to 602,1
14 to 81,1
284 to 425,1
401 to 559,1
25 to 806,1
481 to 787,1
233 to 578,1
58 to 425,1
171 to 561,1
371 to 824,1
172 to 418,1
107 to 174,1
417 to 958,1
202 to 634,1
270 to 618,1
137 to 212,1
41 to 68,1
258 to 749,1
843 to 899,1
575 to 937,1
728 to 868,1
22 to 534,1
617 to 624,1
88 to 177,1
139 to 439,1
179 to 198,1
400 to 473,1
291 to 401,1
820 to 926,1
22 to 65,1
7 to 274,1
6 to 17,1
274 to 798,1
20 to 72,1
131 to 227,1
233 to 537,2
481 to 550,1
481 to 555,1
41 to 355,1
414 to 524,1
84 to 266,1
662 to 855,1
124 to 439,1
48 to 727,1
474 to 618,1
13 to 60,1
53 to 833,1
273 to 388,1
610 to 801,1
610 to 925,1
179 to 376,1
529 to 822,1
126 to 203,1
176 to 215,1
131 to 132,1
304 to 571,1
581 to 851,1
249 to 376,1
304 to 578,1
31 to 927,1
350 to 558,1
6 to 449,1
534 to 696,1
193 to 540,1
398 to 636,1
700 to 722,1
155 to 325,1
39 to 115,1
39 to 116,1
411 to 843,1
243 to 562,1
127 to 186,1
838 to 926,1
40 to 997,1
268 to 571,1
436 to 483,2
177 to 274,1
11 to 371,1
132 to 173,1
95 to 407,1
219 to 360,1
356 to 435,1
128 to 321,1
380 to 925,1
321 to 479,1
3 to 640,1
310 to 555,1
321 to 652,1
380 to 571,1
756 to 880,1
410 to 541,1
419 to 449,1
349 to 699,2
53 to 60,1
264 to 649,1
113 to 242,1
269 to 325,1
44 to 577,1
142 to 597,1
712 to 724,1
735 to 830,1
262 to 323,1
616 to 717,1
27 to 94,1
106 to 220,1
335 to 735,1
57 to 336,1
158 to 959,1
204 to 504,1
13 to 727,1
314 to 481,1
466 to 660,1
281 to 779,1
228 to 476,1
120 to 336,1
772 to 909,1
182 to 537,1
541 to 888,1
156 to 378,1
4 to 54,1
69 to 185,1
208 to 400,1
156 to 376,1
220 to 925,1
827 to 861,1
53 to 219,1
459 to 622,1
27 to 36,1
622 to 960,2
452 to 639,1
59 to 587,1
155 to 386,1
81 to 123,1
4 to 283,1
512 to 582,1
559 to 861,3
194 to 239,1
77 to 283,1
63 to 648,1
378 to 999,1
271 to 789,1
321 to 891,1
815 to 874,1
210 to 947,1
284 to 706,1
224 to 452,2
361 to 809,2
106 to 409,1
649 to 883,1
107 to 744,1
96 to 281,1
400 to 862,1
176 to 530,1
616 to 880,1
666 to 680,1
176 to 843,1
173 to 459,1
726 to 874,1
446 to 677,1
9 to 182,1
116 to 527,1
357 to 459,1
51 to 97,2
137 to 228,1
330 to 719,1
455 to 821,1
128 to 578,1
172 to 397,1
194 to 782,1
149 to 877,1
205 to 271,1
287 to 674,1
125 to 179,6
18 to 444,1
799 to 832,1
48 to 137,1
125 to 376,1
171 to 425,1
166 to 513,1
307 to 375,1
86 to 145,1
401 to 439,1
11 to 84,2
107 to 524,1
141 to 425,1
358 to 419,1
291 to 439,1
205 to 308,1
86 to 381,1
439 to 998,1
6 to 104,1
211 to 699,1
717 to 756,1
21 to 81,2
15 to 76,1
898 to 953,1
336 to 416,1
222 to 718,1
207 to 649,1
34 to 680,1
119 to 194,1
567 to 571,2
92 to 217,1
78 to 294,1
13 to 55,1
588 to 637,2
274 to 302,1
442 to 579,1
675 to 824,1
169 to 432,2
351 to 413,1
871 to 882,1
492 to 887,1
33 to 323,1
338 to 578,1
198 to 419,1
304 to 567,1
373 to 611,1
563 to 762,1
46 to 397,1
237 to 315,2
643 to 741,1
215 to 373,1
253 to 603,1
251 to 971,1
251 to 977,1
258 to 489,1
166 to 886,1
367 to 662,1
829 to 899,1
541 to 635,1
97 to 125,1
127 to 190,1
74 to 411,1
462 to 793,1
210 to 746,1
100 to 822,1
352 to 991,1
836 to 924,1
159 to 433,1
220 to 398,1
63 to 491,1
630 to 875,1
452 to 553,1
541 to 740,1
95 to 182,1
198 to 745,1
383 to 465,1
688 to 924,1
82 to 322,1
617 to 986,1
13 to 481,1
247 to 296,1
430 to 543,1
429 to 452,1
315 to 616,1
450 to 855,2
51 to 449,1
238 to 644,1
168 to 433,1
371 to 618,1
132 to 613,1
53 to 373,1
26 to 357,1
596 to 616,1
423 to 616,1
692 to 834,2
332 to 887,1
328 to 483,1
68 to 397,1
660 to 683,1
44 to 383,1
69 to 736,1
746 to 748,2
559 to 650,1
518 to 959,1
749 to 871,1
173 to 679,1
325 to 356,1
14 to 296,1
81 to 116,1
528 to 708,1
452 to 603,1
53 to 974,1
194 to 223,1
298 to 463,1
709 to 724,1
50 to 110,1
385 to 970,1
201 to 224,1
212 to 294,1
59 to 919,1
17 to 296,1
173 to 199,1
41 to 249,1
146 to 820,1
56 to 72,1
25 to 955,1
300 to 595,1
323 to 809,2
164 to 818,1
368 to 861,1
372 to 581,1
48 to 250,1
679 to 921,1
71 to 425,1
9 to 634,1
433 to 596,1
204 to 994,1
225 to 326,1
280 to 441,1
125 to 418,1
51 to 69,2
68 to 278,1
210 to 337,1
379 to 925,1
603 to 707,1
562 to 611,1
769 to 910,1
7 to 205,1
51 to 88,1
340 to 541,2
7 to 201,1
116 to 537,1
284 to 398,1
261 to 562,1
724 to 913,1
473 to 692,1
455 to 816,1
137 to 234,1
375 to 541,1
190 to 629,2
118 to 834,2
325 to 683,2
185 to 463,1
325 to 681,1
361 to 834,2
391 to 814,1
593 to 914,1
54 to 411,1
119 to 137,1
386 to 805,1
187 to 628,1
185 to 563,1
143 to 888,1
123 to 261,1
7 to 688,1
252 to 308,1
473 to 529,1
165 to 779,1
221 to 552,1
197 to 433,1
22 to 47,1
131 to 200,1
29 to 669,1
686 to 914,1
15 to 69,1
177 to 446,1
285 to 446,1
197 to 746,1
371 to 740,2
651 to 946,1
29 to 460,1
435 to 555,1
43 to 721,1
247 to 882,1
508 to 768,1
25 to 176,1
189 to 679,2
250 to 734,1
13 to 48,2
293 to 740,1
507 to 685,1
719 to 923,1
197 to 323,1
268 to 900,2
162 to 194,1
637 to 951,2
384 to 911,1
892 to 923,1
393 to 627,1
787 to 805,1
718 to 858,2
265 to 823,1
72 to 151,1
2 to 20,1
304 to 357,1
311 to 864,1
325 to 628,1
78 to 171,1
253 to 636,1
302 to 830,1
23 to 80,1
178 to 259,1
508 to 886,1
258 to 495,1
142 to 336,1
81 to 96,1
82 to 208,1
688 to 840,1
25 to 836,1
597 to 621,1
169 to 372,1
526 to 823,1
580 to 680,1
768 to 795,1
95 to 170,1
95 to 173,1
116 to 187,1
380 to 945,1
138 to 992,1
731 to 800,1
678 to 711,1
367 to 874,1
383 to 414,1
59 to 71,1
59 to 74,1
247 to 268,2
31 to 35,1
376 to 381,1
53 to 814,1
6 to 669,1
50 to 185,1
882 to 914,1
38 to 201,1
38 to 759,1
36 to 433,1
57 to 357,1
50 to 162,1
506 to 551,1
35 to 244,1
95 to 994,1
104 to 266,1
173 to 210,1
129 to 569,1
26 to 163,1
25 to 219,1
120 to 315,1
289 to 455,1
120 to 317,1
248 to 583,2
701 to 919,1
36 to 199,1
28 to 438,1
598 to 623,1
598 to 621,1
200 to 446,1
31 to 475,1
43 to 282,1
60 to 373,1
354 to 727,1
418 to 468,1
261 to 771,1
476 to 671,1
10 to 308,1
16 to 906,1
60 to 371,1
68 to 107,1
200 to 302,1
158 to 596,1
6 to 270,1
335 to 391,1
41 to 389,1
295 to 391,1
259 to 315,1
688 to 715,1
248 to 286,1
361 to 535,1
660 to 789,1
54 to 281,1
69 to 653,1
173 to 187,1
317 to 736,1
339 to 653,1
81 to 213,1
304 to 823,1
453 to 818,2
121 to 475,2
245 to 294,1
174 to 569,1
506 to 778,1
306 to 333,1
51 to 130,1
232 to 378,1
