#entity1_id,entity2_id
1704,63
1847,63
2018,63
2019,63
2020,63
2021,63
2022,63
2023,63
1338,63
2028,63
2028,63
2031,64
2032,64
2035,64
2036,64
2037,64
2038,64
2039,64
1354,64
1239,64
2040,64
2041,64
2041,64
2006,64
2003,64
2046,65
2047,65
2047,65
2047,65
2047,65
2048,65
1484,65
2049,65
2050,65
2051,65
2052,65
1388,65
2053,65
2054,65
2057,65
2058,66
2059,66
1429,66
2060,66
2061,66
2062,66
2062,66
2064,66
2065,66
2066,66
2067,66
2068,66
1600,66
1110,66
2071,66
1963,66
2076,66
2083,67
2084,67
2084,67
2086,67
2087,67
2087,67
2089,67
2090,67
2091,67
2092,67
2093,67
2093,67
1382,67
1498,68
2098,68
2099,68
1763,68
2100,68
1186,68
1405,68
1322,68
1224,68
1713,68
2103,68
2103,68
2103,68
2105,68
2107,68
2108,69
2109,69
2054,69
1814,69
2110,69
2111,69
1264,69
2112,69
2100,69
2113,69
2115,69
2119,69
2119,69
2119,69
2119,69
2122,69
2124,69
2125,70
2127,70
2128,70
2129,70
2130,70
2131,70
2131,70
2132,70
2132,70
2132,70
2134,70
2136,70
2138,70
1699,70
2139,70
1178,71
2141,71
2142,71
2143,71
2144,71
2145,71
2146,71
2147,71
2148,71
2149,71
2150,71
2157,71
2157,71
2157,71
2167,72
2167,72
2167,72
2168,72
1986,72
2169,72
2170,72
2171,72
2172,72
2173,72
2174,72
1555,72
1018,72
2175,72
2177,73
2178,73
2180,73
2181,73
2183,73
2183,73
2186,73
2187,73
2188,73
2189,73
2190,73
2191,73
2192,73
2193,74
1703,74
1949,74
1059,74
2199,74
1769,74
1302,74
2200,74
2201,74
2202,74
1295,74
2203,100351
2204,100351
2205,100351
2205,100351
2206,100351
2207,100351
43295,100351
1617,100351
1949,100351
1788,100351
2208,100351
1615,100351
2209,100351
2210,100351
2210,100351
2213,100351
2213,100351
2217,76
1983,76
2218,76
2219,76
2220,76
2221,76
2222,76
2223,76
1033,76
1325,76
2224,76
145019,76
2229,77
1673,77
2230,77
2231,77
2232,77
2233,77
1546,77
1051,77
2234,77
2235,77
1052,77
1052,77
2242,77
1722,78
1722,78
1722,78
2244,78
2244,78
2247,78
2248,78
2249,78
2250,78
2251,78
2252,78
2253,78
1451,78
2254,78
1147,80
2255,80
2256,80
2257,80
2258,80
2259,80
2260,80
2261,80
2261,80
2261,80
2261,80
2262,80
2262,80
2262,80
2263,80
2267,80
1875,80
2268,80
1421,81
1171,81
1171,81
1171,81
1149,81
1149,81
2273,81
2275,81
1271,81
2276,81
2277,81
1416,81
2279,81
2280,81
1163,81
2281,82
2282,82
2283,82
2284,82
1090,82
69663,82
1354,82
2288,82
2290,82
1835,82
2292,82
1149,82
2293,82
1054,84
2294,84
2295,84
2296,84
2297,84
2298,84
2299,84
2300,84
2301,84
38653,84
47376,84
47376,84
47376,84
2304,84
2304,84
2304,84
2308,84
2309,84
2311,137859
2311,85
2312,137859
2312,137859
2312,137859
2313,137859
2314,137859
1133,137859
2315,137859
2317,137859
2318,137859
2320,137859
14988,137859
14988,137859
14988,137859
2323,137859
2324,137859
2325,137859
2326,86
2327,86
2328,86
2329,86
2330,86
2331,86
2332,86
2333,86
2334,86
2335,86
2217,86
2217,86
2341,86
2343,88
2344,88
105292,88
105292,88
2346,88
1742,88
2049,88
1205,88
2349,88
2350,88
2351,88
2352,88
2359,88
2363,88
2363,88
2363,88
2366,89
2367,89
2367,89
2367,89
2368,89
2369,89
2370,89
2371,89
2372,89
2373,89
2374,89
2375,89
2380,92
2381,92
2382,92
2383,92
1301,92
2384,92
2385,92
1228,92
52304,92
2387,92
2388,92
2388,92
2388,92
2388,92
2393,92
1104,94
2394,94
2395,94
2398,94
1211,94
2402,94
2403,94
2404,94
2405,94
2407,94
2408,94
2410,94
2411,94
2411,94
2411,94
2413,94
2277,96
2415,96
2416,96
2417,96
2418,96
2419,96
2420,96
1664,96
2423,96
2426,96
2426,96
2426,96
1833,97
2076,97
2429,97
2430,97
1493,97
2071,97
2431,97
2060,97
2060,97
2060,97
2438,97
2048,97
2439,97
1562,97
2442,97
2442,97
2442,97
2050,97
2444,99
2445,99
2446,99
2447,99
2447,99
2447,99
1518,99
2438,99
2452,99
2453,99
2454,99
2455,99
2456,99
1862,32235
1862,32235
2457,32235
2458,32235
1356,32235
1554,32235
2459,32235
1546,32235
1500,32235
2048,32235
1265,32235
2465,32235
1051,32235
2466,39762
1222,39762
2467,39762
2468,39762
2469,39762
1112,39762
2470,39762
2471,39762
2473,39762
2473,39762
2473,39762
2473,39762
2474,39762
2475,39762
2476,39762
2477,39762
2479,39762
1751,39762
1751,39762
1751,39762
1751,39762
1210,103
2484,103
2458,103
2485,103
1673,103
2486,103
2487,103
2488,103
2289,103
2489,103
2490,103
1546,103
2496,103
2498,104
2504,104
2505,104
2506,104
14210,104
1107,104
2107,104
2511,105
2512,105
2513,105
2515,105
2517,105
2522,105
1398,105
1398,105
1398,105
2526,105
2530,105
101473,105
2532,106
2532,106
2533,106
2534,106
2535,106
2536,106
2537,106
2538,106
2539,106
2540,106
2542,106
2542,106
1679,107
1679,107
2549,107
1700,107
2550,107
1405,107
2551,107
2552,107
2553,107
2554,107
2555,107
1190,107
2562,107
2563,107
2565,107
14082,110
2567,110
1605,110
2568,110
1074,110
2569,110
2570,110
2571,110
2572,110
1972,110
2574,110
2574,110
2574,110
2574,110
1147,110
2335,110
2565,110
1955,113
1955,113
2581,113
2582,113
2583,113
2584,113
2586,113
1145,113
2587,113
2588,113
2589,113
2590,39479
2591,39479
2592,39479
2593,39479
2593,39479
2593,39479
2594,39479
2595,39479
2597,39479
2598,39479
2599,39479
2599,39479
2600,39479
2602,39479
2604,39479
50273,39479
1295,39479
1044,39479
1667,115
1667,115
1667,115
2610,115
2611,115
2612,115
2613,115
2614,115
2615,115
2300,115
2616,115
2617,115
2117,115
2623,116
2623,116
2623,116
2623,116
2326,116
1971,116
2446,116
2624,116
2625,116
2626,116
1416,116
2627,116
1510,116
2628,116
2629,116
2629,116
2341,116
2341,116
2635,116
2636,117
2637,117
2638,117
2639,117
2640,117
2641,117
2642,117
2643,117
2650,117
2651,117
2652,118
2654,118
2657,118
2657,118
2657,118
2657,118
2660,118
2661,118
2662,118
2663,118
2664,118
2665,118
2666,118
2667,118
2668,118
2670,119
2671,119
2672,119
2674,119
2675,119
2676,119
2129,119
2303,119
2678,119
1330,119
1088,119
2679,119
2307,119
3187,119
2684,119
2685,119
2686,119
2686,119
2686,119
2687,120
2688,120
2689,120
26222,120
2691,120
2692,120
2693,120
2694,120
2695,120
2696,120
2697,120
2700,120
2700,120
2700,120
2700,120
2704,121
2705,121
2496,121
2177,121
2177,121
2177,121
2177,121
2712,121
2050,121
2713,121
2714,121
2715,121
2716,121
1500,121
2717,121
2719,123
2720,123
2721,123
2721,123
2721,123
2721,123
2723,123
1497,123
2724,123
2725,123
2728,123
1568,123
2729,123
2730,123
2731,123
2732,123
2733,123
2737,124
2737,124
2737,124
2739,124
2740,124
2741,124
2742,124
2743,124
2744,124
2745,124
2746,124
2747,124
2748,124
2749,124
2751,124
2753,125
2754,125
2431,125
2431,125
2431,125
2431,125
2757,125
2759,125
2760,125
2761,125
2048,125
2762,125
2763,126
2763,126
2763,126
2764,126
2765,126
2769,126
2770,126
1876,126
2771,126
2299,126
2776,126
2777,126
1978,126
2458,126
2778,126
2781,127
2781,127
2782,127
2782,127
2782,127
2783,127
2784,127
2139,127
2785,127
2786,127
1783,127
2787,127
2788,127
2789,127
33415,127
2792,127
1725,128
1725,128
1725,128
2794,128
2795,128
1619,128
41666,128
2797,128
1974,128
2798,128
2799,128
2800,128
1726,128
2801,128
2801,128
2805,128
2806,129
1483,129
1483,129
1483,129
2808,129
2813,129
2814,129
2815,129
2816,129
2817,129
2818,129
2819,129
2820,129
2821,129
1153,129
2822,129
2826,131
2827,131
2827,131
2827,131
2827,131
2830,131
2831,131
2832,131
2657,131
2833,131
2834,131
2835,131
2839,131
2839,131
1914,132
1914,132
1914,132
2559,132
2842,132
1918,132
2843,132
1396,132
2550,132
2844,132
2845,132
2846,132
2847,132
2848,132
2849,132
2817,133
2817,133
2817,133
2858,133
2859,133
2860,133
2342,133
2861,133
2862,133
2863,133
2864,133
2865,133
2866,133
2867,133
2868,39607
2869,39607
2869,39607
2869,39607
1268,39607
1268,39607
1268,39607
1158,39607
2258,39607
2019,39607
1232,39607
1888,39607
2872,39607
1135,39607
2873,39607
2874,135
2875,135
2876,135
2877,135
2881,135
2881,135
2881,135
2882,135
2883,135
2884,135
2887,135
2888,135
2891,136
2892,136
2893,136
2894,136
2895,136
2896,136
2897,136
2898,136
2899,136
2900,136
2901,136
2901,136
2901,136
2901,136
2692,137
1780,137
2906,137
2907,137
2908,137
2909,137
2910,137
1887,137
2686,137
2911,137
2912,137
2914,137
2914,137
2914,137
2918,137
2919,138
2919,138
1042,138
2921,138
2922,138
1360,138
2924,138
2924,138
2926,138
2926,138
2927,138
2928,138
2929,138
2931,138
1331,138
2933,139
2933,139
2933,139
2936,139
2937,139
2938,139
2940,139
2941,139
2041,139
2943,141
2944,141
2945,141
1098,141
15370,141
2947,141
2948,141
2949,141
2950,141
1097,141
2951,141
2952,141
2953,141
2954,141
2956,141
2957,141
2957,141
2961,142
2962,142
2963,142
2964,142
2965,142
2966,142
2967,142
2968,142
2969,142
1508,142
1676,142
2971,142
2971,142
2971,142
2976,143
2976,143
2976,143
2977,143
2979,143
2980,143
2981,143
2982,143
2983,143
2984,143
2985,143
2986,143
2987,143
2988,143
2989,143
2991,143
2993,143
2997,23141
2325,23141
2325,23141
2325,23141
2763,23141
14988,23141
14988,23141
2143,23141
3002,23141
3003,23141
3004,23141
1415,23141
3006,145
3007,145
3008,145
1539,145
1401,145
33415,145
68565,145
1150,145
1114,145
3018,145
3019,147
3024,147
3024,147
3024,147
3026,147
13770,147
1415,147
3028,147
3029,147
1922,147
1632,147
1638,147
1485,98181
3032,98181
3033,98181
3034,98181
3035,98181
3036,98181
3037,98181
3038,98181
3039,98181
1619,98181
3040,98181
1082,149
1542,149
3047,149
3048,149
3049,149
3050,149
3051,149
1865,149
1865,149
1865,149
3052,149
3053,149
3054,149
14426,150
3061,150
3062,150
52304,150
1110,150
3047,150
3063,150
2731,150
3064,150
2110,150
2110,150
2110,150
3067,150
3069,150
3070,150
2169,151
15301,151
2509,151
15294,151
1992,151
3082,151
3083,151
3084,151
3084,151
2759,152
3086,152
3086,152
3086,152
3086,152
3089,152
1409,152
1861,152
1640,152
3092,152
3093,152
3094,152
3096,153
3096,153
3096,153
1909,153
3099,153
3100,153
3101,153
3102,153
3103,153
3104,153
3105,153
3108,153
3108,153
3108,153
3109,153
3110,153
3111,153
3113,154
1411,154
2098,154
2118,154
3115,154
2554,154
2499,154
3116,154
1552,154
3117,154
3121,154
3121,154
3121,154
3123,154
3124,155
3124,155
3125,155
3126,155
1485,155
1097,155
3127,155
44427,155
3129,155
3130,155
1081,155
3136,156
2457,156
3137,156
3138,156
1679,156
3139,156
3140,156
3141,156
3143,156
3146,156
3146,156
3146,156
3148,156
3151,158
3152,158
3153,158
3154,158
3155,158
3158,158
3158,158
3158,158
3158,158
3163,158
3163,158
3164,158
3165,158
3166,158
3168,159
3169,159
3170,159
3171,159
3172,159
3173,159
3173,159
3173,159
3174,159
3175,159
3176,159
3177,159
3181,160
3182,160
3183,160
3184,160
2944,160
3187,160
3188,160
3050,160
3189,160
3190,160
3048,160
3048,160
3048,160
2570,161
2570,161
2570,161
2570,161
2907,161
3198,161
3199,161
2617,161
3047,161
3201,161
2439,161
1865,161
3203,162
3204,162
3205,162
3206,162
3207,162
3208,162
3210,162
1998,162
1998,162
1998,162
3211,162
3212,162
3215,162
3216,162
3217,162
3218,162
3219,164
3222,164
3222,164
3222,164
3227,164
3228,164
3229,164
3230,164
3231,164
3232,164
3233,164
2569,164
3235,165
1886,165
2906,165
2040,165
3236,165
3237,165
3238,165
3239,165
1695,165
3002,165
3243,165
3245,166
3245,166
3245,166
108130,166
108130,166
108130,166
3247,166
3248,166
3249,166
3250,166
3251,166
3252,166
3253,166
3254,166
3255,166
3256,166
3258,166
3259,166
3261,166
3262,166
3263,166
3263,166
3269,45328
3270,45328
3271,45328
1381,45328
3272,45328
3273,45328
1647,45328
3274,45328
3275,45328
3276,45328
3278,45328
3280,45328
3280,45328
3280,45328
3280,45328
3286,45328
3289,168
3289,168
3289,168
3289,168
3290,168
1148,168
3292,168
3293,168
2342,168
3294,168
3295,168
2624,168
145020,168
3297,168
1971,168
3300,169
3301,169
3302,169
3303,169
3304,169
2832,169
2832,169
2832,169
3310,169
3311,169
3312,169
3313,169
3314,169
3315,169
3316,170
1797,170
3035,170
3317,170
3317,170
3321,170
3321,170
3321,170
2511,170
1676,170
3322,170
3323,170
3324,170
3328,171
3329,171
2485,171
3330,171
3331,171
2640,171
3332,171
3333,171
3336,171
3336,171
3336,171
3338,171
3339,172
1849,172
3342,172
3342,172
3342,172
3343,172
41013,172
3346,172
15301,172
3347,172
3350,173
2849,173
2071,173
3351,173
3352,173
3353,173
3024,173
3354,173
3355,173
3356,173
3356,173
2257,173
2257,173
3358,173
3358,173
3359,173
3361,173
3362,173
3363,173
3369,173
3369,173
2458,174
3371,174
1287,174
1051,174
1051,174
1051,174
1051,174
3376,174
3377,174
3378,174
3355,174
3379,174
3380,174
1901,174
1060,174
3382,175
3382,175
3382,175
1339,175
3388,175
3389,175
1503,175
3390,175
3391,175
3393,176
2201,176
3395,176
3397,176
3398,176
3398,176
3399,176
3400,176
3401,176
3402,176
40993,176
1444,176
1444,176
1444,176
1073,176
1022,178
3413,178
2914,178
3414,178
1921,178
2570,178
3416,178
3417,178
3417,178
2581,178
3419,178
3421,178
10040,178
3423,179
3424,179
3425,179
3426,179
3427,179
3428,179
1928,179
3429,179
3431,179
3431,179
3435,179
3435,179
3436,179
3437,39158
3438,39158
3439,39158
3440,39158
3441,39158
3442,39158
3443,39158
3444,39158
3448,39158
3448,39158
3448,39158
1575,23785
3453,23785
3454,23785
1109,23785
3456,23785
3457,23785
3458,23785
3461,23785
3463,23785
3464,23785
3428,23785
3465,23785
1549,23785
1549,23785
1549,23785
1549,23785
3466,182
3466,182
3467,182
13995,182
3469,182
3470,182
3471,182
37838,182
3473,182
3473,182
1187,182
3476,182
3476,182
3476,182
3478,182
3479,182
1188,182
3480,182
3481,183
3482,183
3483,183
3488,183
3488,183
3488,183
3492,183
3493,183
3494,183
3495,183
3496,183
2237,184
3500,184
3501,184
3501,184
3501,184
3502,184
1536,184
1636,184
1300,184
3503,184
3510,184
3510,184
3511,184
3513,185
3520,185
3520,185
3520,185
3522,185
1814,185
3524,185
1185,185
3525,185
3526,185
3527,185
3529,186
3530,186
1825,186
3531,186
14082,186
1662,186
3533,186
3535,186
3535,186
3535,186
3539,186
1357,186
2783,186
2783,186
3540,186
1967,187
1967,187
1967,187
2326,187
3545,187
1552,187
1812,187
3546,187
3547,187
3548,187
1730,187
3363,187
3549,187
3550,188
3551,188
1675,188
1457,188
3552,188
2209,188
3554,188
2465,188
3555,188
3556,188
3557,188
1312,188
1312,188
1312,188
3562,188
1328,188
1328,188
1328,188
3564,189
3564,189
3566,189
3566,189
3566,189
3567,189
3570,189
3572,189
3573,189
3574,189
3575,189
3576,189
3577,189
2465,191
3578,191
1975,191
3581,191
2407,191
2392,191
1973,191
2784,191
3583,191
3584,191
3586,191
3587,191
1451,191
3546,191
3546,191
3588,191
3466,192
3466,192
3473,192
3473,192
3590,192
37838,192
3591,192
1360,192
3592,192
3593,192
3593,192
3593,192
3593,192
3594,192
3594,192
3594,192
2407,192
3597,192
1219,192
3600,193
3601,193
3602,193
3603,193
3604,193
3605,193
3606,193
3608,193
3609,193
3610,193
3611,193
3612,193
3617,194
3619,194
3620,194
3620,194
3620,194
3620,194
3621,194
3622,194
3623,194
3624,194
3625,194
3428,194
3630,194
3310,194
3207,194
3634,194
2678,194
2678,194
3635,194
3636,194
3314,194
2304,194
1263,195
3637,195
3638,195
3639,195
3640,195
3640,195
3641,195
1111,195
1111,195
1111,195
3644,195
3645,195
3647,195
3648,195
3651,196
3652,196
3653,196
3654,196
3655,196
3657,196
3660,196
3660,196
3660,196
3660,196
3661,196
3662,196
1219,196
3663,196
3664,196
3666,199
3667,199
3356,199
1434,199
1264,199
3670,199
3671,199
3674,199
3674,199
3674,199
3674,199
3675,199
2333,200
2688,200
2835,200
2032,200
3678,200
2918,200
3679,200
3680,200
3680,200
2539,200
1651,201
3694,201
3697,201
3698,201
3699,201
3699,201
3699,201
3699,201
3700,201
3703,201
3705,201
3706,201
3709,202
3709,202
3709,202
3709,202
3716,202
3362,202
2867,202
3717,202
3718,202
3719,202
3720,202
3721,202
3722,202
3723,202
3725,202
3726,203
3297,203
3727,203
3728,203
3729,203
1966,203
3730,203
3731,203
1324,203
3732,203
2776,203
2776,203
2776,203
2776,203
6802,203
3739,204
1210,204
3740,204
2822,204
2822,204
1205,204
3742,204
3743,204
3744,204
3745,204
1548,204
1500,204
3749,205
3086,205
3750,205
3751,205
43571,205
2031,205
3755,205
3756,205
1179,205
1953,205
2963,205
2963,205
2963,205
2963,205
3760,205
3439,206
3439,206
3439,206
3439,206
1498,206
1498,206
1498,206
3762,206
3763,206
3764,206
3765,206
3766,206
3767,206
3768,206
3769,206
3770,206
3774,206
3776,207
1919,207
2308,207
3777,207
1509,207
1058,207
1145,207
3778,207
3782,207
3782,207
2284,208
2284,208
2284,208
2284,208
3783,208
3784,208
3785,208
3786,208
3787,208
3788,208
3219,208
1777,208
2604,208
3789,208
3795,85849
41666,85849
3796,85849
1034,85849
1847,85849
3798,85849
1787,85849
3802,85849
3803,85849
3804,85849
3805,85849
1289,85849
3806,85849
3806,85849
3806,85849
3809,210
3810,210
3811,210
3353,210
3812,210
3813,210
3814,210
3815,210
3816,210
3817,210
3824,210
3825,210
3827,211
3828,211
3829,211
1128,211
2471,211
3830,211
3831,211
3831,211
2242,211
3839,211
3840,211
3841,211
3843,212
3844,212
3845,212
3846,212
1818,212
2912,212
3847,212
3848,212
3849,212
3854,212
3854,212
3854,212
3856,212
3856,212
3857,213
1103,213
3858,213
3859,213
3860,213
3861,213
3862,213
2349,213
3863,213
3864,213
1366,213
3661,213
3865,213
3868,213
3868,213
3868,213
3872,215
1203,215
3873,215
3874,215
3130,215
3875,215
1161,215
1751,215
3877,215
2093,215
3878,215
79424,215
3891,39611
3892,39611
3893,39611
3894,39611
1497,39611
1497,39611
3871,39611
1965,39611
3895,39611
3896,39611
1264,39611
3897,39611
3902,219
3902,219
3902,219
3906,219
1861,219
3907,219
3908,219
1639,219
1445,219
3351,219
3909,219
3911,219
1081,219
2533,220
3912,220
3913,220
3915,220
3916,220
3919,220
3920,220
3923,220
3925,221
3926,221
3927,221
3399,221
1942,221
3928,221
3929,221
3930,221
3931,221
3932,221
3934,221
3934,221
3934,221
3940,221
3942,221
3942,221
3942,221
3944,222
3945,222
3948,222
3949,222
3950,222
3951,222
3952,222
3954,222
3956,222
3956,222
3958,222
3958,222
3958,222
2642,222
3050,222
3960,223
3962,223
3963,223
3964,223
3965,223
3966,223
3967,223
3968,223
14393,223
3975,223
3975,223
3975,223
3207,223
1130,224
1130,224
3980,224
3981,224
3982,224
2188,224
1339,224
3983,224
3984,224
3985,224
3986,224
